order_id,product,category,sale_amount,sale_date,region
bdd640fb-0667-4ad1-9c80-317fa3b1799d,Mouse,Electronics,59.77,2025-06-09 23:35:29,East
bc8960a9-23b8-41e9-b924-56de3eb13b90,Phone,Electronics,287.68,2025-04-03 23:27:24,North
8b9d2434-e465-4150-bd9c-66b3ad3c2d6d,Mouse,Peripherals,1785.44,2025-03-28 22:27:40,North
07a0ca6e-0822-48f3-ac03-1199972a8469,Keyboard,Accessories,73.25,2025-03-31 13:26:07,North
9a1de644-815e-46d1-bb8f-aa1837f8a88b,Phone,Electronics,1015.66,2025-03-05 11:27:56,North
a65ed389-b74d-4fb1-b2e7-06298fadc1a6,Keyboard,Electronics,1434.88,2025-11-22 12:57:18,Central
72ff5d2a-386e-4be0-ab65-a6a48b8148f6,Monitor,Electronics,903.93,2025-10-10 00:29:12,East
01a9e71f-de8a-474b-8f36-d58b47378190,Laptop,Electronics,1399.3,2025-12-14 20:43:47,East
6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,Tablet,Electronics,438.47,2025-07-05 07:29:49,East
f50bea63-371e-4d7b-a7cd-813047229389,Laptop,Electronics,766.06,2025-12-16 16:24:48,East
6142ea7d-17be-4111-9a2a-73ed562b0f79,Tablet,Peripherals,536.4,2025-04-01 17:35:40,North
9a8dca03-580d-4b71-98f5-64135be6128e,Mouse,Accessories,1077.09,2025-06-05 21:38:44,West
759cde66-bacf-43d0-8b1f-9163ce9ff57f,Laptop,Peripherals,593.42,2025-09-19 10:08:26,Central
60e7a113-ec1b-4ca1-b91e-1d4c1ff49b78,Tablet,Peripherals,392.65,2025-03-25 18:36:12,North
a0ee89ae-d453-4d32-8b0d-bb418d5288f1,Laptop,Peripherals,463.52,2025-10-21 09:09:15,East
93cd59bf-5c94-4cf0-9c98-d2c1e2acf72f,Laptop,Electronics,1734.3,2025-05-08 20:23:31,West
a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,Tablet,Accessories,1275.01,2025-05-22 16:17:54,East
146d3f31-fc37-4a4c-8a15-544dc5e7ce8a,Phone,Accessories,716.99,2026-01-21 08:16:17,East
614ff3d7-19db-4ad0-9dd1-dfb23b982ef8,Mouse,Peripherals,1299.59,2025-06-11 03:02:03,Central
5d65a441-d588-42de-a2bc-372f7412b293,Mouse,Electronics,1072.94,2025-04-27 08:10:42,South
ab9099a4-35a2-40ae-9af3-05535ec42e08,Phone,Accessories,765.12,2025-06-06 20:32:46,Central
a5e5a5ab-aefc-4ad8-afc8-9849b3aa7efe,Phone,Peripherals,655.32,2025-03-22 21:39:07,North
88bd6407-2bcf-4e01-a28d-efe39bf00273,Phone,Electronics,1612.04,2025-12-03 08:05:12,West
6123fdf7-7656-4f72-a9d4-beef3eabedcb,Tablet,Electronics,429.86,2025-06-08 00:13:42,Central
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,Mouse,Accessories,433.13,2025-09-27 11:16:49,West
d7c524a5-5304-417f-af42-e12f3838b326,Monitor,Peripherals,923.12,2025-12-18 13:20:02,East
d261a7ab-3aa2-44f9-8e51-f30dc6a7ee39,Phone,Electronics,1492.53,2025-03-07 15:19:42,Central
448aaa9e-66b2-4c5b-90c1-87fcce177b4e,Tablet,Peripherals,1173.33,2025-03-20 21:03:18,Central
9132b63e-f162-47e4-a9c3-49e03602f8ac,Monitor,Accessories,446.45,2026-01-29 12:28:14,South
a7cad415-366e-416f-908e-bad7b7c93acf,Keyboard,Accessories,190.91,2025-09-05 01:18:18,North
a491f0b2-ea1f-4a65-a27a-984d654821d0,Laptop,Electronics,1258.62,2025-08-20 08:56:30,West
3f22faf8-23be-401d-83cf-2fde24933b83,Keyboard,Electronics,775.69,2025-12-09 11:55:59,Central
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,Monitor,Peripherals,510.31,2025-10-08 04:52:07,Central
663f1c97-9562-49f0-a5d7-b8756dadd6c7,Laptop,Peripherals,1444.24,2025-07-13 18:11:02,Central
2369b584-ff5e-4ff0-bf50-bde4382567b8,Tablet,Peripherals,686.95,2025-09-09 01:15:42,East
0c0fd195-c17a-408a-9745-d6d87e570ddf,Monitor,Electronics,912.91,2026-01-23 14:11:36,East
28f49481-a0a0-4dc4-a720-9bdf1c11f735,Keyboard,Electronics,1020.29,2025-12-27 18:50:50,North
10435a10-98ae-4334-ac12-ace8ae340454,Mouse,Accessories,1684.92,2025-07-22 14:25:25,Central
77d21e02-ff01-4f99-988c-24c961b1cd22,Keyboard,Electronics,314.15,2025-09-16 15:50:08,South
dc5c0eed-8da0-465b-b898-97b9405cacec,Keyboard,Peripherals,1837.8,2025-02-27 15:08:36,Central
ae849217-1d53-434b-b881-39b9ae270da7,Tablet,Accessories,48.76,2026-02-01 18:57:30,East
c4c2e2e3-444e-47c8-8039-87108976e334,Tablet,Electronics,125.27,2025-10-30 02:19:46,Central
6f4cc69a-4b22-4308-9c8e-aee95715bd6f,Laptop,Electronics,1466.5,2025-04-25 14:16:10,North
b8db0672-f42d-47cc-80d4-af5974273ca3,Keyboard,Electronics,265.5,2026-01-29 07:40:24,West
8026695f-f8cd-488b-836d-76e2b83cfe0b,Keyboard,Electronics,537.46,2025-12-16 02:08:05,Central
1b3dbd5c-e9a1-4a6f-81f7-6d1c2dbc2134,Monitor,Electronics,1858.54,2026-01-27 05:57:13,South
a39231a7-d777-4477-8c66-e0a8a013ac6e,Mouse,Accessories,803.99,2025-09-08 07:53:36,East
5fb8d16c-2720-497d-b2eb-d6899be578c7,Monitor,Peripherals,908.46,2025-12-16 07:14:53,South
c754108f-f418-4f3f-8a14-be62295b4715,Phone,Electronics,682.79,2026-02-16 09:50:28,Central
99546eb4-0025-4ad1-ab22-63dd87c5421e,Keyboard,Electronics,1181.0,2025-06-29 01:29:09,North
edd96831-1ca3-4cfb-84fc-6d827d154385,Laptop,Peripherals,1265.89,2025-07-14 03:21:30,South
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,Laptop,Electronics,1720.67,2025-06-22 14:22:18,North
e0c53cb8-3da9-42a9-8ed4-2f1a3d4cbf37,Keyboard,Electronics,564.17,2025-10-01 12:16:56,West
bb5e4bcf-15ed-4269-9429-6c07f26b4776,Phone,Peripherals,273.3,2025-08-30 21:53:30,Central
c2b6d2c5-fa5d-4100-91b7-e948d0e6e660,Keyboard,Accessories,493.56,2025-09-18 01:18:49,West
a8e56e0c-20de-435d-a031-d750c40db9b4,Monitor,Electronics,197.71,2025-08-26 18:05:07,West
43dac043-2a45-42ab-8cbf-edb0f264accc,Tablet,Accessories,828.09,2025-09-16 02:24:31,North
f6e07cc0-6c52-449f-9b49-bd26df57c59a,Mouse,Peripherals,1968.49,2025-05-16 10:14:05,North
badcc32a-c159-4f53-8a0f-4efbedcd465e,Laptop,Accessories,1459.15,2025-11-18 02:09:53,North
66245bfa-4fcc-439a-b683-d2e6337ea2df,Phone,Electronics,388.52,2025-11-11 00:42:31,West
e64d1bcb-7027-43a1-9f98-7c71a65e688e,Phone,Accessories,375.14,2025-09-12 04:17:20,West
3985c3cf-3f76-4e1d-9efa-21977394988f,Phone,Electronics,891.83,2025-03-20 00:53:49,Central
8dcdcd03-969b-4662-8562-8059568cc69b,Laptop,Electronics,1307.77,2025-05-23 12:57:26,Central
122c9a56-01d7-4256-b860-2ab696a402f2,Laptop,Electronics,1853.47,2025-11-25 01:41:17,South
114125c6-3a9b-4dd4-8f12-59e0a18ff6b6,Phone,Accessories,976.43,2026-02-09 19:15:31,South
1223b513-5496-463c-9c11-10c1080aadfb,Monitor,Electronics,337.63,2025-09-10 20:24:53,North
7c441fe7-ab42-40a7-874a-493b3ceddf2d,Monitor,Accessories,1853.77,2025-05-17 08:57:51,West
ef7ddc76-b92d-422b-a1df-306f8a0b3c33,Tablet,Accessories,1396.22,2026-01-31 20:32:19,Central
3e351128-7900-47f9-9382-9b43922fe15a,Mouse,Peripherals,978.48,2025-12-24 21:18:56,South
30beb45f-6835-44f2-8eb8-1f9d7914c120,Tablet,Electronics,1937.73,2025-03-31 19:18:45,Central
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,Mouse,Peripherals,131.31,2025-08-06 16:10:17,East
baa4b71a-dd24-47ac-b78e-edb3693dffbc,Laptop,Electronics,1172.51,2025-03-16 05:02:40,Central
a56c0941-fbf2-4050-a748-dbcfac619e63,Keyboard,Electronics,123.19,2025-04-02 09:27:12,Central
56dc8907-ba6c-44ab-a712-303a0f844fef,Laptop,Electronics,146.36,2025-12-31 02:11:43,North
310c0c00-3fa7-4104-9bf9-0e27dc96925e,Mouse,Electronics,813.51,2025-05-08 01:00:28,Central
6c006f61-23e2-4cb4-b2d8-567d894a05e4,Phone,Peripherals,1193.09,2025-05-05 10:21:53,Central
dfde4fbf-3ff3-40bf-b66e-cb15474ebc19,Laptop,Accessories,1318.17,2026-02-16 17:35:29,Central
dc815fe7-ceda-4bbb-b171-0434134c6c92,Keyboard,Accessories,1870.07,2026-01-21 14:19:19,South
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,Mouse,Peripherals,635.23,2025-09-21 02:46:38,East
17e011b7-f810-4383-83c7-2ba8d605e770,Monitor,Electronics,1346.66,2026-02-17 22:29:54,East
2a935d62-3c83-4dc0-9944-1fa5c0e9ab30,Monitor,Accessories,1858.75,2025-07-31 00:11:09,North
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,Laptop,Accessories,1246.11,2025-07-28 22:05:56,Central
610461e3-2a25-4888-8f02-bad0e7067ef4,Laptop,Electronics,1079.89,2025-02-24 00:13:19,Central
ed3049cf-43e4-48fc-a3f2-ae24fc3d3348,Tablet,Electronics,1867.19,2025-12-24 16:12:00,North
6c4a37ea-4906-47f2-b47b-6dbac8fe3ccd,Phone,Accessories,577.12,2025-11-20 16:50:09,West
c88a618e-fed4-457d-bb02-6576f512c4c3,Keyboard,Peripherals,612.01,2025-09-27 00:16:07,Central
27a0c3d7-7c96-4f79-b7e9-9acaa97065e1,Laptop,Peripherals,1636.04,2025-05-07 22:06:32,East
0ef8c2d6-f7fd-4646-b7bb-3eec4bf50b52,Mouse,Electronics,1878.47,2025-10-06 02:29:02,South
bf7b539b-0f9a-4a4b-8acd-4e10bc594585,Tablet,Electronics,1780.53,2025-06-24 23:08:28,Central
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,Phone,Accessories,570.69,2025-09-06 11:02:15,South
284d82e5-87f7-41fb-9a4b-d9caeb5cf467,Mouse,Accessories,415.16,2025-03-17 06:17:18,East
d9f195d0-1482-4f53-8201-0c62f5f59b22,Keyboard,Accessories,509.73,2025-05-06 08:08:48,North
acdabacc-1165-4210-9854-3881118a9d29,Laptop,Peripherals,852.92,2026-01-23 20:52:10,East
f10c718b-1eb0-438a-a75d-d5af3c365296,Laptop,Electronics,673.78,2026-02-03 22:12:42,South
98326856-9434-4a03-bf07-f81491d63f78,Mouse,Accessories,331.55,2025-03-10 14:33:05,West
a8499b92-6b52-42e3-94fc-dd549e8fc965,Keyboard,Peripherals,861.1,2025-10-07 20:21:09,North
ef48e8d5-50fd-4d3f-85d5-169590b2b633,Laptop,Electronics,1890.65,2025-06-04 10:38:41,South
506e5a9a-b758-488d-ab73-295b344a54b8,Keyboard,Electronics,1670.84,2025-05-26 20:50:48,Central
abf3e3fc-2181-4d25-a552-38a643ff5011,Keyboard,Electronics,865.28,2025-10-31 20:38:09,North
edd4253b-50f0-4d0a-b50c-ab754ccc9bc2,Tablet,Accessories,1798.97,2025-12-12 04:01:02,North
75523327-0262-4f73-9292-2f83ef8c485b,Tablet,Electronics,1367.31,2025-10-22 09:45:22,North
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,Tablet,Peripherals,1769.43,2025-03-23 14:58:18,West
43e42caf-8181-48cc-b691-47eb89a2688b,Keyboard,Peripherals,317.56,2025-04-15 14:43:01,South
119c4ea3-e180-4081-9958-a499eeea163e,Phone,Electronics,1764.02,2026-01-30 15:31:30,North
286218b8-48f4-4f12-9e99-53d23e896c64,Phone,Peripherals,1849.73,2025-08-12 08:18:31,West
4d71c366-b41b-4143-8b10-550cd5704f32,Mouse,Peripherals,1623.39,2025-10-18 17:22:56,East
a76afde6-ce9e-4a11-bcbb-4e59fbddcf7c,Phone,Peripherals,225.11,2025-09-16 14:13:01,North
8dfa6a56-d12d-4c9a-aaf9-15310200b1f0,Monitor,Electronics,407.15,2025-06-19 10:32:40,West
f05db76e-1a84-451a-a9d3-d7c7ee87905e,Tablet,Accessories,1642.87,2026-01-30 04:52:08,South
e3c43657-1d8c-4bac-83b4-09ef2260e70f,Phone,Electronics,1323.47,2025-04-05 17:46:48,West
45b89cd9-27cb-4f2a-8da0-1097be0f051b,Tablet,Accessories,1730.06,2025-06-12 14:17:28,East
57c700aa-b7b5-4ea7-b5eb-d32d9ad620ab,Tablet,Peripherals,1023.72,2025-05-13 05:47:49,Central
439472e6-da58-4e8a-a25d-6b29afffcfd2,Tablet,Electronics,239.53,2025-09-07 10:53:10,East
e87d1c78-e7c4-41c7-8049-7b717d106c60,Phone,Peripherals,1925.44,2026-01-17 18:23:26,East
6c6f7633-a260-4723-97a0-df490d01280f,Laptop,Electronics,1197.18,2026-01-11 06:13:01,East
5563f616-00e8-4ece-8b49-452d46d483f3,Mouse,Accessories,878.42,2025-12-19 15:29:04,Central
430f801d-fad4-49e2-a319-dcb4217d65a0,Laptop,Accessories,1800.01,2025-04-26 22:11:08,South
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,Tablet,Electronics,1420.48,2025-08-08 06:27:48,North
13432e61-1ca3-4448-8279-b6a68f9797b0,Keyboard,Peripherals,1376.85,2026-02-01 03:16:50,South
8babce3b-2628-4bfb-a767-dceab0e6a969,Tablet,Accessories,149.25,2025-03-09 03:56:20,East
8d7248e2-951f-48d0-9e84-f058d5a804eb,Keyboard,Accessories,1330.14,2025-04-21 16:27:59,North
4eea04e7-0ab5-4bde-a0a0-45026e068097,Mouse,Accessories,1019.17,2025-07-14 18:55:51,West
f8e1daa7-cbce-4bde-aede-db07e623a689,Tablet,Accessories,1397.44,2026-01-23 10:27:43,Central
35c7936c-5b99-42c6-a61f-ecc00a368ce7,Phone,Electronics,846.69,2025-11-15 01:27:17,West
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,Mouse,Peripherals,1806.58,2025-12-23 03:20:34,Central
6808593f-dfed-4c43-a256-a6dc8f5486b7,Keyboard,Accessories,818.09,2025-10-22 05:07:01,North
ee0caeb5-ecfe-4b99-a790-cebdbfddc3d9,Tablet,Accessories,428.26,2025-05-26 02:41:03,Central
ccc56569-f9e8-4369-a999-b735dd56cc94,Keyboard,Peripherals,651.28,2026-01-04 01:04:21,West
0658663a-698c-406f-a1a4-7e102d534dd0,Monitor,Peripherals,435.27,2025-05-03 19:53:42,West
c84a7b28-550a-4b46-acab-3301bc8f7d29,Mouse,Electronics,1321.11,2026-02-19 15:57:55,East
dd334cc7-ab7f-489a-8d5f-4822696608aa,Keyboard,Peripherals,1269.55,2025-12-05 15:21:55,East
28c13091-444d-410b-bf87-e362cf8d446a,Laptop,Electronics,1348.86,2025-12-25 22:59:41,South
df465290-61ee-411a-9bac-27a7b386f7a4,Phone,Electronics,58.61,2025-03-10 05:04:19,South
33173470-38f1-4a81-b87f-2425dbccc477,Monitor,Peripherals,1700.98,2026-01-06 07:16:16,North
4e20fd1a-5983-46e3-b5d6-6ed4eb1fa9f2,Monitor,Accessories,1773.41,2026-01-07 20:05:09,Central
39118497-3a43-42ba-9f0f-06cbcb9bc326,Phone,Peripherals,1395.74,2025-03-04 08:42:03,West
5408f9ac-6601-4dd0-b170-f437a8f7ef5a,Monitor,Electronics,303.67,2025-06-11 08:54:04,North
c5f8bc16-f786-4b50-91c5-8ef0dd463c09,Laptop,Accessories,445.49,2025-06-11 13:45:57,Central
6651529e-8268-490b-a438-25b559e4b671,Monitor,Electronics,1119.24,2025-11-14 01:42:01,North
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,Monitor,Electronics,1604.82,2026-02-22 22:27:25,Central
f86c2ca2-e085-46db-9d87-09660710d430,Keyboard,Peripherals,641.42,2025-06-04 14:50:04,West
fbc9f87a-f668-4617-94a1-875d2db69edb,Keyboard,Peripherals,1785.12,2025-06-06 06:27:30,West
6f3f920c-98b8-44cc-9bc0-44fc09cb3942,Keyboard,Accessories,1795.44,2025-07-07 10:10:11,West
6fb78271-504d-481f-8953-5b63ba81edd9,Monitor,Accessories,1506.04,2025-10-16 14:24:30,East
