order_id,product,category,sale_amount,sale_date,region
bdd640fb-0667-4ad1-9c80-317fa3b1799d,Mouse,Electronics,59.77,2025-06-04 12:45:18.592034,East
1a3d1fa7-bc89-40a9-a3b8-c1e9392456de,Phone,Electronics,287.68,2025-10-29 05:41:58.075940,North
972a8469-1641-4f82-8b9d-2434e465e150,Mouse,Peripherals,1785.44,2025-07-28 04:22:46.476448,North
3b8faa18-37f8-488b-97fc-695a07a0ca6e,Keyboard,Accessories,73.25,2025-08-27 15:44:14.412882,North
b74d0fb1-32e7-4629-8fad-c1a606cb0fb3,Phone,Electronics,1015.66,2025-10-19 10:38:42.633517,North
72ff5d2a-386e-4be0-ab65-a6a48b8148f6,Keyboard,Electronics,1434.88,2025-09-27 07:16:32.619931,Central
c241330b-01a9-471f-9e8a-774bcf36d58b,Monitor,Electronics,903.93,2025-12-15 09:31:56.393806,East
47229389-571a-4876-ac30-7511b2b9437a,Laptop,Electronics,1399.3,2025-04-21 20:48:36.528972,East
1a2a73ed-562b-4f79-8374-59eef50bea63,Tablet,Electronics,438.47,2025-03-29 22:54:07.094645,East
580d7b71-d8f5-4413-9be6-128e18c26797,Laptop,Electronics,766.06,2025-10-02 14:01:53.988173,East
759cde66-bacf-43d0-8b1f-9163ce9ff57f,Tablet,Peripherals,536.4,2025-09-07 22:21:39.317820,North
142c3fe8-60e7-4113-ac1b-8ca1f91e1d4c,Mouse,Accessories,1077.09,2025-09-13 16:58:11.462363,West
e2acf72f-9e57-4f7a-a0ee-89aed453dd32,Laptop,Peripherals,593.42,2026-01-04 19:25:48.162486,Central
11ce5dd2-b45e-41f0-b139-d32c93cd59bf,Tablet,Peripherals,392.65,2025-03-12 19:35:58.977384,North
fc377a4c-4a15-444d-85e7-ce8a3a578a8e,Laptop,Peripherals,463.52,2025-03-25 05:21:05.350697,East
614ff3d7-19db-4ad0-9dd1-dfb23b982ef8,Laptop,Electronics,1734.3,2025-06-05 14:33:50.608314,West
29a3b2e9-5d65-4441-9588-42dea2bc372f,Tablet,Accessories,1275.01,2025-07-09 06:49:54.051532,East
b3aa7efe-4458-4885-ab90-99a435a240ae,Phone,Accessories,716.99,2026-02-01 04:24:12.547632,East
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,Mouse,Peripherals,1299.59,2025-04-27 14:04:28.140584,Central
7656af72-29d4-4eef-beab-edcbbaa80dd4,Mouse,Electronics,1072.94,2025-07-12 16:07:46.199309,South
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,Phone,Accessories,765.12,2025-09-15 12:00:07.029564,Central
c4b032cc-d7c5-44a5-9304-317faf42e12f,Phone,Peripherals,655.32,2025-12-04 12:08:35.344688,North
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,Phone,Electronics,1612.04,2025-06-19 07:05:59.557996,West
e9c349e0-3602-48ac-90f1-bc81448aaa9e,Tablet,Electronics,429.86,2026-02-03 11:14:03.927107,Central
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,Mouse,Accessories,433.13,2025-10-21 11:19:55.924903,West
a491f0b2-ea1f-4a65-a27a-984d654821d0,Monitor,Peripherals,923.12,2025-08-10 16:05:57.775212,East
beb79919-3f22-4af8-a3be-d01d43cf2fde,Phone,Electronics,1492.53,2025-09-17 02:43:57.008599,Central
6dadd6c7-95a7-4d79-bf3c-4c06434308bc,Tablet,Peripherals,1173.33,2026-01-18 00:00:50.712602,Central
ff50bde4-3825-47b8-9cab-cc97663f1c97,Monitor,Accessories,446.45,2026-02-23 10:05:21.898238,South
c17af08a-1745-46d8-be57-0ddf827050a8,Keyboard,Accessories,190.91,2025-03-13 06:55:30.020555,North
28f49481-a0a0-4dc4-a720-9bdf1c11f735,Laptop,Electronics,1258.62,2025-12-10 09:05:30.392250,West
62801c45-1043-4a10-98ae-43346c12ace8,Keyboard,Electronics,775.69,2025-07-13 11:05:50.076795,Central
405cacec-8774-49a9-b7d2-1e02ff01cf99,Monitor,Peripherals,510.31,2026-02-13 18:09:14.997661,Central
ae270da7-02f0-4b90-b143-262fdc5c0eed,Laptop,Peripherals,1444.24,2025-11-14 07:35:19.182989,Central
c0398710-8976-4334-a281-7efdae849217,Tablet,Peripherals,686.95,2025-06-01 12:50:23.077482,East
4b22d308-1c8e-4ee9-9715-bd6fa4161293,Monitor,Electronics,912.91,2025-08-01 20:57:43.237339,East
b8db0672-f42d-47cc-80d4-af5974273ca3,Keyboard,Electronics,1020.29,2026-01-09 23:25:51.014338,North
c30ff46e-8026-495f-b8cd-a88b436d76e2,Mouse,Accessories,1684.92,2025-04-30 07:56:01.229793,Central
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,Keyboard,Electronics,314.15,2025-06-13 02:00:34.494320,South
32ebd689-9be5-48c7-81f6-31d4a39231a7,Keyboard,Peripherals,1837.8,2025-04-20 21:39:59.448054,Central
f4188f3f-8a14-4e62-a95b-4715c333e861,Tablet,Accessories,48.76,2025-12-05 11:10:01.228754,East
99546eb4-0025-4ad1-ab22-63dd87c5421e,Tablet,Electronics,125.27,2025-06-22 11:23:18.113698,Central
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,Laptop,Electronics,1466.5,2026-01-11 00:34:45.315891,North
3d4cbf37-4eb9-4eff-8e88-cb2dd4e80839,Keyboard,Electronics,265.5,2025-03-17 05:40:20.186813,West
14296c07-f26b-4776-913e-4de2e0c53cb8,Keyboard,Electronics,537.46,2025-03-27 08:43:54.374395,Central
fa5d3100-11b7-4948-90e6-e6607c69dee1,Monitor,Electronics,1858.54,2025-11-28 21:10:12.730051,South
a8e56e0c-20de-435d-a031-d750c40db9b4,Mouse,Accessories,803.99,2025-08-16 16:07:31.531114,East
8715a103-43da-4043-aa45-c2ab8cbfedb0,Monitor,Peripherals,908.46,2026-01-08 17:27:10.155205,South
edcd465e-3638-4821-b6e0-7cc06c52c49f,Phone,Electronics,682.79,2025-09-09 01:15:15.299446,Central
b683d2e6-337e-42df-b09b-2a5cbadcc32a,Keyboard,Electronics,1181.0,2025-06-17 22:20:39.711481,North
5f987c71-a65e-488e-abf3-ad39fec21bbe,Laptop,Peripherals,1265.89,2025-08-03 02:11:39.689668,South
3f76be1d-1efa-4197-b394-988f847fd9b4,Laptop,Electronics,1720.67,2025-05-17 03:33:25.544608,North
8dcdcd03-969b-4662-8562-8059568cc69b,Keyboard,Electronics,564.17,2025-05-19 03:02:40.866261,West
b535106e-122c-4a56-81d7-425638602ab6,Phone,Peripherals,273.3,2025-10-12 14:00:40.411392,Central
080aadfb-e7c9-4b26-9141-25c63a9bedd4,Keyboard,Accessories,493.56,2026-01-04 01:16:18.382062,West
474a493b-3ced-4f2d-839f-bc501223b513,Monitor,Electronics,197.71,2025-10-26 10:00:46.139562,West
b92da22b-21df-406f-8a0b-3c3336d8393a,Tablet,Accessories,828.09,2026-01-31 18:24:26.914245,North
3e351128-7900-47f9-9382-9b43922fe15a,Mouse,Peripherals,1968.49,2025-12-07 15:41:59.032815,North
1825bc54-30be-445f-a835-14f2ceb81f9d,Laptop,Accessories,1459.15,2025-03-31 11:35:11.114884,North
693dffbc-6c6f-4611-9ab3-3edf6e595ed3,Phone,Electronics,388.52,2025-08-13 15:44:25.154721,West
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,Phone,Accessories,375.14,2026-02-18 12:52:12.755460,West
ba6c34ab-6712-403a-8f84-4fef1931e9ee,Phone,Electronics,891.83,2025-06-28 00:09:33.742561,Central
310c0c00-3fa7-4104-9bf9-0e27dc96925e,Laptop,Electronics,1307.77,2025-05-04 13:14:23.308515,Central
2ef91276-6c00-4f61-a3e2-fcb472d8567d,Laptop,Electronics,1853.47,2025-06-05 19:34:26.594337,South
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,Phone,Accessories,976.43,2025-08-04 22:17:30.935135,South
19108be5-8ce2-4ea3-9b20-a56edc815fe7,Monitor,Electronics,337.63,2025-03-14 13:21:33.559498,North
03c72ba8-d605-4770-8a63-f881ffd0f9d5,Monitor,Accessories,1853.77,2026-02-12 23:54:10.076123,West
3c835dc0-d944-4fa5-80e9-ab30ed2662e9,Tablet,Accessories,1396.22,2025-04-25 19:45:26.811194,Central
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,Mouse,Peripherals,978.48,2025-07-20 13:20:13.637346,South
008d4127-6104-41e3-aa25-a8880f02bad0,Tablet,Electronics,1937.73,2026-02-18 22:53:42.061622,Central
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,Mouse,Peripherals,131.31,2025-08-09 06:24:29.925912,East
bb026576-f512-44c3-b253-d2186c4a37ea,Laptop,Electronics,1172.51,2026-02-22 15:33:02.020731,Central
7c967f79-b7e9-4aca-a970-65e18e46d534,Keyboard,Electronics,123.19,2025-04-21 14:49:33.548812,Central
0ef8c2d6-f7fd-4646-b7bb-3eec4bf50b52,Laptop,Electronics,146.36,2025-09-23 14:52:10.533692,North
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,Mouse,Electronics,813.51,2025-03-16 23:00:40.425509,Central
eb5cf467-80ba-4d64-ba0e-cfea958ca9ba,Phone,Peripherals,1193.09,2026-01-01 12:39:07.515316,Central
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,Laptop,Accessories,1318.17,2025-03-25 08:09:07.359170,Central
1165e210-9854-4881-918a-9d292f923996,Keyboard,Accessories,1870.07,2025-10-28 16:39:55.297970,South
f10c718b-1eb0-438a-a75d-d5af3c365296,Mouse,Peripherals,635.23,2026-01-15 05:57:32.736132,East
0a2c827e-9832-4856-9434-0a033f07f814,Monitor,Electronics,1346.66,2025-10-08 07:15:49.804832,East
90b2b633-956b-4c0c-a849-9b926b5252e3,Monitor,Accessories,1858.75,2025-09-03 00:30:07.139405,North
ab73295b-344a-44b8-82c1-8a62ef48e8d5,Laptop,Accessories,1246.11,2025-11-12 15:52:46.582876,Central
21813d25-6552-48a6-83ff-50113d1a85dd,Laptop,Electronics,1079.89,2025-10-27 09:47:22.039729,Central
edd4253b-50f0-4d0a-b50c-ab754ccc9bc2,Tablet,Electronics,1867.19,2025-11-25 16:34:40.294895,North
9f044aed-7552-4327-8262-7f7312922f83,Phone,Accessories,577.12,2026-02-23 18:07:34.198071,West
89a2688b-12c1-46e0-9998-5f15ff002d4d,Keyboard,Peripherals,612.01,2025-05-12 22:22:25.359473,Central
5958a499-eeea-463e-a1e8-ac6843e42caf,Laptop,Peripherals,1636.04,2026-01-11 19:21:29.180881,East
48f4ef12-5e99-43d2-be89-6c64e117dac3,Mouse,Electronics,1878.47,2025-04-22 16:41:06.143533,South
4d71c366-b41b-4143-8b10-550cd5704f32,Tablet,Electronics,1780.53,2025-10-05 11:44:04.770084,Central
8768a84f-a76a-4de6-8e9e-1a11fcbb4e59,Phone,Accessories,570.69,2025-02-26 22:29:22.727100,South
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,Mouse,Accessories,415.16,2025-10-24 09:01:13.543564,East
43b409ef-2260-470f-a0cc-edc5f05db76e,Keyboard,Accessories,509.73,2025-04-07 05:44:03.079247,North
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,Laptop,Peripherals,852.92,2025-06-03 13:15:11.636091,East
57c700aa-b7b5-4ea7-b5eb-d32d9ad620ab,Laptop,Electronics,673.78,2025-05-09 10:35:57.635427,South
81627cf1-4394-42e6-9a58-7e8aa25d6b29,Mouse,Accessories,331.55,2025-08-21 12:16:01.685869,West
0d01280f-d89a-40c0-a87d-1c78e7c421c7,Keyboard,Peripherals,861.1,2025-03-29 18:58:49.378815,North
0b49452d-46d4-43f3-9450-281c6c6f7633,Laptop,Electronics,1890.65,2025-02-25 08:59:41.374481,South
fad409e2-a319-4cb4-a17d-65a0c56811cd,Keyboard,Electronics,1670.84,2025-05-30 18:09:04.060452,Central
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,Keyboard,Electronics,865.28,2025-07-30 06:54:54.192927,North
f1eedba3-1343-4e61-9ca3-c4480279b6a6,Tablet,Accessories,1798.97,2026-01-12 15:00:46.313285,North
093923de-8bab-4e3b-a628-6bfbe767dcea,Tablet,Electronics,1367.31,2025-12-25 21:46:25.709458,North
6e068097-25e9-4977-8d72-48e2951f58d0,Tablet,Peripherals,1769.43,2025-04-11 15:04:15.606369,West
eededb07-e623-4689-9d59-cd2a4eea04e7,Keyboard,Peripherals,317.56,2025-12-11 20:31:52.399063,South
5b9962c6-e61f-4cc0-8a36-8ce7dc570131,Phone,Electronics,1764.02,2025-05-11 19:23:40.860182,North
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,Phone,Peripherals,1849.73,2025-12-06 00:13:33.294049,West
f94d6204-6808-493f-9fed-2c43e256a6dc,Mouse,Peripherals,1623.39,2025-10-08 18:29:02.421187,East
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,Phone,Peripherals,225.11,2026-01-05 20:50:24.699710,North
2d534dd0-cf8e-4c5a-8cc5-6569f9e8a369,Monitor,Electronics,407.15,2026-01-12 00:11:49.476682,West
ecab3301-bc8f-4d29-adea-94930658663a,Tablet,Accessories,1642.87,2025-06-25 09:46:20.115022,South
ab7f089a-cd5f-4822-a966-08aaee49f329,Phone,Electronics,1323.47,2026-01-05 16:05:31.430535,West
28c13091-444d-410b-bf87-e362cf8d446a,Tablet,Accessories,1730.06,2025-12-08 15:51:00.517918,East
09e9db0a-df46-4290-a1ee-411a1bac27a7,Tablet,Peripherals,1023.72,2026-01-03 16:08:11.563848,Central
eb1fa9f2-d10b-41d0-b317-347038f16a81,Tablet,Electronics,239.53,2025-08-11 04:49:18.656709,East
df0f06cb-cb9b-4326-920e-ac174e20fd1a,Phone,Peripherals,1925.44,2025-05-18 04:57:41.710918,East
6601ddd0-3170-4437-a8f7-ef5a060edf5b,Laptop,Electronics,1197.18,2025-06-23 23:22:46.732791,East
c5f8bc16-f786-4b50-91c5-8ef0dd463c09,Mouse,Accessories,878.42,2025-06-06 00:39:24.706326,Central
